 ! Energy shift offset (EF = 0 -> EF = DEF) [eV]:  -2.7000000000000001E-003
 ! The valence electron concentration (VEC):   3.9999997000000000     
 ! Carrier concentration, Nc [cm^-3]:   2.4969690112150647E+022
 ! tau mode: tau0   1.0000000000000000E-014 [s], phonon(lambda) F
 ! tau mode: impurity F , n_impurity   3.0000000000000000     
 ! tau mode: dos(electron) F , a2Fdos F
 ! tau mode: phnonDOS F , N_atom           1
 ! tau mode: filter F
 ! Specific heat at constant volume is not calculated. Cv = 0.0000E+00 [J/(mol K)]
#    T [K]     mu [eV]    <E-mu> [eV]  S [muV/K]    s [S/m]      R [Ohm m]    PF [W/m/K^2] ke [W/m/K]   MFP [A]      Nc [cm^-3]   RH [m^3/C]   M [cm^2/V/s] Meff [kg/kg] Cv [J/(mol K)]                 
    1000.0     0.599676  -0.1187E+00   0.1187E+03   0.3900E-07   0.2564E+08   0.5492E-03   0.9517E-12   0.6313E+01   0.2807E+15   0.2224E-01   0.8674E-09   0.2275E+04   0.0000E+00
     950.0     0.597056  -0.1129E+00   0.1189E+03   0.2593E-07   0.3856E+08   0.3664E-03   0.6011E-12   0.6313E+01   0.2782E+15   0.2244E-01   0.5818E-09   0.1650E+04   0.0000E+00
     900.0     0.593809  -0.1149E+00   0.1276E+03   0.1651E-07   0.6056E+08   0.2689E-03   0.3626E-12   0.6313E+01   0.2757E+15   0.2264E-01   0.3738E-09   0.1145E+04   0.0000E+00
     850.0     0.589277  -0.1315E+00   0.1547E+03   0.1002E-07   0.9985E+08   0.2398E-03   0.2077E-12   0.6313E+01   0.2731E+15   0.2285E-01   0.2289E-09   0.7510E+03   0.0000E+00
     800.0     0.582093  -0.1775E+00   0.2218E+03   0.5773E-08   0.1732E+09   0.2841E-03   0.1127E-12   0.6313E+01   0.2705E+15   0.2307E-01   0.1332E-09   0.4569E+03   0.0000E+00
     750.0     0.569416  -0.2787E+00   0.3716E+03   0.3220E-08   0.3106E+09   0.4446E-03   0.5892E-13   0.6313E+01   0.2678E+15   0.2330E-01   0.7503E-10   0.2518E+03   0.0000E+00
     700.0     0.546404  -0.4454E+00   0.6363E+03   0.1905E-08   0.5250E+09   0.7712E-03   0.3254E-13   0.6313E+01   0.2651E+15   0.2355E-01   0.4486E-10   0.1285E+03   0.0000E+00
     650.0     0.510375  -0.5732E+00   0.8818E+03   0.1420E-08   0.7043E+09   0.1104E-02   0.2252E-13   0.6313E+01   0.2622E+15   0.2381E-01   0.3380E-10   0.7662E+02   0.0000E+00
     600.0     0.466849  -0.5799E+00   0.9665E+03   0.1319E-08   0.7583E+09   0.1232E-02   0.1931E-13   0.6313E+01   0.2592E+15   0.2408E-01   0.3176E-10   0.6719E+02   0.0000E+00
     550.0     0.421760  -0.5346E+00   0.9721E+03   0.1320E-08   0.7576E+09   0.1247E-02   0.1771E-13   0.6313E+01   0.2560E+15   0.2438E-01   0.3219E-10   0.7257E+02   0.0000E+00
     500.0     0.376965  -0.4805E+00   0.9611E+03   0.1340E-08   0.7463E+09   0.1238E-02   0.1635E-13   0.6313E+01   0.2526E+15   0.2471E-01   0.3311E-10   0.8272E+02   0.0000E+00
     450.0     0.332810  -0.4261E+00   0.9469E+03   0.1365E-08   0.7327E+09   0.1224E-02   0.1499E-13   0.6313E+01   0.2489E+15   0.2508E-01   0.3423E-10   0.9616E+02   0.0000E+00
     400.0     0.289395  -0.3723E+00   0.9308E+03   0.1394E-08   0.7173E+09   0.1208E-02   0.1361E-13   0.6313E+01   0.2448E+15   0.2549E-01   0.3554E-10   0.1139E+03   0.0000E+00
     350.0     0.246811  -0.3194E+00   0.9124E+03   0.1429E-08   0.6997E+09   0.1190E-02   0.1220E-13   0.6313E+01   0.2402E+15   0.2598E-01   0.3713E-10   0.1381E+03   0.0000E+00
     300.0     0.205173  -0.2673E+00   0.8911E+03   0.1473E-08   0.6789E+09   0.1170E-02   0.1078E-13   0.6313E+01   0.2348E+15   0.2658E-01   0.3916E-10   0.1727E+03   0.0000E+00
     250.0     0.164638  -0.2164E+00   0.8655E+03   0.1531E-08   0.6533E+09   0.1147E-02   0.9338E-14   0.6313E+01   0.2281E+15   0.2736E-01   0.4188E-10   0.2256E+03   0.0000E+00
     200.0     0.125426  -0.1667E+00   0.8336E+03   0.1613E-08   0.6199E+09   0.1121E-02   0.7873E-14   0.6313E+01   0.2193E+15   0.2846E-01   0.4591E-10   0.3143E+03   0.0000E+00
     150.0     0.087873  -0.1188E+00   0.7918E+03   0.1745E-08   0.5730E+09   0.1094E-02   0.6387E-14   0.6313E+01   0.2065E+15   0.3023E-01   0.5275E-10   0.4868E+03   0.0000E+00
     100.0     0.052569  -0.7316E-01   0.7316E+03   0.1996E-08   0.5010E+09   0.1068E-02   0.4870E-14   0.6313E+01   0.1845E+15   0.3383E-01   0.6753E-10   0.9245E+03   0.0000E+00
      50.0     0.020842  -0.3097E-01   0.6194E+03   0.2716E-08   0.3682E+09   0.1042E-02   0.3313E-14   0.6313E+01   0.1338E+15   0.4666E-01   0.1267E-09   0.3006E+04   0.0000E+00
      40.0     0.015202  -0.2325E-01   0.5813E+03   0.3083E-08   0.3243E+09   0.1042E-02   0.3009E-14   0.6313E+01   0.1142E+15   0.5467E-01   0.1686E-09   0.4496E+04   0.0000E+00
      30.0     0.009938  -0.1604E-01   0.5347E+03   0.3686E-08   0.2713E+09   0.1054E-02   0.2698E-14   0.6313E+01   0.8779E+14   0.7110E-01   0.2621E-09   0.7641E+04   0.0000E+00
      20.0     0.005207  -0.9520E-02   0.4760E+03   0.4695E-08   0.2130E+09   0.1064E-02   0.2291E-14   0.6313E+01   0.5199E+14   0.1201E+00   0.5636E-09   0.1572E+05   0.0000E+00
      10.0     0.001466  -0.3609E-02   0.3609E+03   0.5734E-08   0.1744E+09   0.7468E-03   0.1399E-14   0.6313E+01   0.1083E+14   0.5761E+00   0.3303E-08   0.2432E+05   0.0000E+00
       5.0     0.000360  -0.1047E-02   0.2094E+03   0.5652E-08   0.1769E+09   0.2478E-03   0.6896E-15   0.6313E+01   0.4718E+12   0.1323E+02   0.7478E-07   0.2264E+05   0.0000E+00
