    1000.0    -0.56679735
     950.0    -0.56517206
     900.0    -0.56141507
     850.0    -0.55391196
     800.0    -0.53986786
     750.0    -0.51599222
     700.0    -0.48235303
     650.0    -0.44361370
     600.0    -0.40359393
     550.0    -0.36364666
     500.0    -0.32412014
     450.0    -0.28515017
     400.0    -0.24685746
     350.0    -0.20938137
     300.0    -0.17288513
     250.0    -0.13756047
     200.0    -0.10364372
     150.0    -0.07146599
     100.0    -0.04159456
      50.0    -0.01537277
      40.0    -0.01088523
      30.0    -0.00683617
      20.0    -0.00341349
      10.0    -0.00093855
       5.0    -0.00021855
 ! Energy shift offset (EF = 0 -> EF = DEF) [eV]:   1.1730000000000000     
 ! The valence electron concentration (VEC):   4.0025006999848038     
