 ! Energy shift offset (EF = 0 -> EF = DEF) [eV]:   1.1730000000000000     
 ! The valence electron concentration (VEC):   4.0025006999848038     
 ! Carrier concentration, Nc [cm^-3]:   2.4985302411969334E+022
 ! tau mode: tau0   1.0000000000000000E-014 [s], phonon(lambda) F
 ! tau mode: impurity F , n_impurity   3.0000000000000000     
 ! tau mode: dos(electron) F , a2Fdos F
 ! tau mode: phnonDOS F , N_atom           1
 ! tau mode: filter F
 ! Specific heat at constant volume is not calculated. Cv = 0.0000E+00 [J/(mol K)]
#    T [K]     mu [eV]    <E-mu> [eV]  S [muV/K]    s [S/m]      R [Ohm m]    PF [W/m/K^2] ke [W/m/K]   MFP [A]      Nc [cm^-3]   RH [m^3/C]   M [cm^2/V/s] Meff [kg/kg] Cv [J/(mol K)]                 
    1000.0    -0.566797  -0.4716E-01   0.4716E+02   0.3885E-07   0.2574E+08   0.8640E-04   0.9479E-12   0.6313E+01   0.2497E+13  -0.2499E+01  -0.9710E-07   0.1636E+04   0.0000E+00
     950.0    -0.565172  -0.3310E-02   0.3484E+01   0.2589E-07   0.3863E+08   0.3143E-06   0.6001E-12   0.6313E+01   0.1211E+13  -0.5153E+01  -0.1334E-06   0.1196E+04   0.0000E+00
     900.0    -0.561415   0.5972E-01  -0.6635E+02   0.1663E-07   0.6014E+08   0.7320E-04   0.3651E-12   0.6313E+01   0.5424E+12  -0.1151E+02  -0.1913E-06   0.8377E+03   0.0000E+00
     850.0    -0.553912   0.1560E+00  -0.1835E+03   0.1037E-07   0.9640E+08   0.3492E-03   0.2151E-12   0.6313E+01   0.2212E+12  -0.2822E+02  -0.2927E-06   0.5606E+03   0.0000E+00
     800.0    -0.539868   0.2985E+00  -0.3731E+03   0.6526E-08   0.1532E+09   0.9085E-03   0.1274E-12   0.6313E+01   0.8071E+11  -0.7733E+02  -0.5046E-06   0.3641E+03   0.0000E+00
     750.0    -0.515992   0.4583E+00  -0.6110E+03   0.4560E-08   0.2193E+09   0.1703E-02   0.8346E-13   0.6313E+01   0.2577E+11  -0.2422E+03  -0.1105E-05   0.2490E+03   0.0000E+00
     700.0    -0.482353   0.5451E+00  -0.7787E+03   0.3872E-08   0.2583E+09   0.2347E-02   0.6613E-13   0.6313E+01   0.6996E+10  -0.8921E+03  -0.3454E-05   0.2053E+03   0.0000E+00
     650.0    -0.443614   0.5440E+00  -0.8369E+03   0.3789E-08   0.2639E+09   0.2654E-02   0.6009E-13   0.6313E+01   0.1556E+10  -0.4012E+04  -0.1520E-04   0.2048E+03   0.0000E+00
     600.0    -0.403594   0.5079E+00  -0.8465E+03   0.3895E-08   0.2567E+09   0.2791E-02   0.5703E-13   0.6313E+01   0.2696E+09  -0.2315E+05  -0.9017E-04   0.2230E+03   0.0000E+00
     550.0    -0.363647   0.4640E+00  -0.8437E+03   0.4047E-08   0.2471E+09   0.2881E-02   0.5431E-13   0.6313E+01   0.3402E+08  -0.1834E+06  -0.7424E-03   0.2506E+03   0.0000E+00
     500.0    -0.324120   0.4188E+00  -0.8376E+03   0.4210E-08   0.2375E+09   0.2953E-02   0.5136E-13   0.6313E+01   0.2842E+07  -0.2196E+07  -0.9247E-02   0.2866E+03   0.0000E+00
     450.0    -0.285150   0.3731E+00  -0.8291E+03   0.4378E-08   0.2284E+09   0.3010E-02   0.4807E-13   0.6313E+01   0.1369E+06  -0.4558E+08  -0.1995E+00   0.3335E+03   0.0000E+00
     400.0    -0.246857   0.3272E+00  -0.8179E+03   0.4550E-08   0.2198E+09   0.3044E-02   0.4441E-13   0.6313E+01   0.3098E+04  -0.2015E+10  -0.9167E+01   0.3960E+03   0.0000E+00
     350.0    -0.209381   0.2811E+00  -0.8031E+03   0.4728E-08   0.2115E+09   0.3050E-02   0.4038E-13   0.6313E+01   0.2384E+02  -0.2618E+12  -0.1238E+04   0.4820E+03   0.0000E+00
     300.0    -0.172885   0.2351E+00  -0.7838E+03   0.4919E-08   0.2033E+09   0.3022E-02   0.3601E-13   0.6313E+01   0.8613E-01  -0.7247E+14  -0.3565E+06   0.6055E+03   0.0000E+00
     250.0    -0.137560   0.1897E+00  -0.7589E+03   0.5141E-08   0.1945E+09   0.2961E-02   0.3136E-13   0.6313E+01   0.5000E-01  -0.1248E+15  -0.6417E+06   0.7941E+03   0.0000E+00
     200.0    -0.103644   0.1454E+00  -0.7271E+03   0.5426E-08   0.1843E+09   0.2868E-02   0.2648E-13   0.6313E+01   0.5000E-01  -0.1248E+15  -0.6773E+06   0.1109E+04   0.0000E+00
     150.0    -0.071466   0.1028E+00  -0.6856E+03   0.5847E-08   0.1710E+09   0.2748E-02   0.2140E-13   0.6313E+01   0.5000E-01  -0.1248E+15  -0.7299E+06   0.1718E+04   0.0000E+00
     100.0    -0.041595   0.6277E-01  -0.6277E+03   0.6582E-08   0.1519E+09   0.2594E-02   0.1606E-13   0.6313E+01   0.5000E-01  -0.1248E+15  -0.8216E+06   0.3249E+04   0.0000E+00
      50.0    -0.015373   0.2655E-01  -0.5311E+03   0.8047E-08   0.1243E+09   0.2270E-02   0.9818E-14   0.6313E+01   0.5000E-01  -0.1248E+15  -0.1005E+07   0.1014E+05   0.0000E+00
      40.0    -0.010885   0.1991E-01  -0.4977E+03   0.8453E-08   0.1183E+09   0.2094E-02   0.8250E-14   0.6313E+01   0.5000E-01  -0.1248E+15  -0.1055E+07   0.1448E+05   0.0000E+00
      30.0    -0.006836   0.1351E-01  -0.4502E+03   0.8864E-08   0.1128E+09   0.1797E-02   0.6489E-14   0.6313E+01   0.5000E-01  -0.1248E+15  -0.1107E+07   0.2180E+05   0.0000E+00
      20.0    -0.003413   0.7512E-02  -0.3756E+03   0.9277E-08   0.1078E+09   0.1309E-02   0.4527E-14   0.6313E+01   0.5000E-01  -0.1248E+15  -0.1158E+07   0.3131E+05   0.0000E+00
      10.0    -0.000939   0.2474E-02  -0.2474E+03   0.9817E-08   0.1019E+09   0.6010E-03   0.2395E-14   0.6313E+01   0.5000E-01  -0.1248E+15  -0.1226E+07   0.4457E+05   0.0000E+00
       5.0    -0.000219   0.7226E-03  -0.1445E+03   0.1018E-07   0.9827E+08   0.2125E-03   0.1241E-14   0.6313E+01   0.5000E-01  -0.1248E+15  -0.1270E+07   0.8888E+04   0.0000E+00
